"Avg # Bars In Losing Trades: All","Avg # Bars In Losing Trades: Long","Avg # Bars In Losing Trades: Short","Avg # Bars In Winning Trades: All","Avg # Bars In Winning Trades: Long","Avg # Bars In Winning Trades: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg Losing Trade %: All","Avg Losing Trade %: Long","Avg Losing Trade %: Short","Avg Losing Trade: All","Avg Losing Trade: Long","Avg Losing Trade: Short","Avg Trade %: All","Avg Trade %: Long","Avg Trade %: Short","Avg Trade: All","Avg Trade: Long","Avg Trade: Short","Avg Winning Trade %: All","Avg Winning Trade %: Long","Avg Winning Trade %: Short","Avg Winning Trade: All","Avg Winning Trade: Long","Avg Winning Trade: Short","Buy & Hold Return","Buy & Hold Return %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Gross Loss %: All","Gross Loss %: Long","Gross Loss %: Short","Gross Loss: All","Gross Loss: Long","Gross Loss: Short","Gross Profit %: All","Gross Profit %: Long","Gross Profit %: Short","Gross Profit: All","Gross Profit: Long","Gross Profit: Short","Largest Losing Trade %: All","Largest Losing Trade %: Long","Largest Losing Trade %: Short","Largest Losing Trade: All","Largest Losing Trade: Long","Largest Losing Trade: Short","Largest Winning Trade %: All","Largest Winning Trade %: Long","Largest Winning Trade %: Short","Largest Winning Trade: All","Largest Winning Trade: Long","Largest Winning Trade: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Max Drawdown","Max Drawdown %","Net Profit %: All","Net Profit %: Long","Net Profit %: Short","Net Profit: All","Net Profit: Long","Net Profit: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Open PL","Open PL %","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Sharpe Ratio","Sortino Ratio","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","__% to take at First TP","__% to take at Second TP","__% to take at Third TP","__ABC Entry Settings","__AO Divergence","__API Entry - Long","__API Entry - Short","__API Exit - Long","__API Exit - Short","__API First TP - Long","__API First TP - Short","__API Second TP - Long","__API Second TP - Short","__ATR Reversal","__ATR Trailing Stop Multiplier","__ATR Trailing Stop Source","__ATR length","__Activate Min Risk:Reward?","__Adx","__Alert Frequency","__Allow Reversal Trades","__Aroon","__Baseline","__BollingerBands Contact","__Bull vs. Bears","__CMF Cross 50-Line","__CMF Level","__Close trade on reverse strategy","__Dashboard Distance","__Dashboard On / Off","__Depth","__Deviation","__Divergence Look Left","__Divergence Look Right","__Divergence Type","__EMA Pressure","__EMA Trend Direction","__Enable Max Trades?","__Enable Repainting?","__Engulfing Candle","__HMA BAR","__HMA Len","__HMA Pivot","__HMA Trend Direction","__Highest High lookback","__KST Cross Signal","__KST Divergence","__Left Bars","__Limit order for Entry?","__Limit order on Close","__Long Trades","__Lookback1","__Lookback2","__Lookback3","__Lookback4","__Lookback5","__Lookback6","__Lookback7","__Lookback8","__Lowest Low Lookback","__MA 1","__MA 2","__MA 3","__MA 4","__MA 5","__MA Length #1","__MA Length #2","__MA Length #3","__MA Length #4","__MA Length #5","__MA Type #1","__MA Type #2","__MA Type #3","__MA Type #4","__MA Type #5","__MACD Cross Signal","__MACD Divergence","__MACD Histogram Pivot","__Max Drawdown Daily (%)","__Max Trades Per Direction?","__Min Risk:Reward","__Notes","__OBV Divergence","__Parabolic SAR Direction","__Parabolic SAR Reversal","__Plot Entry/SL/TP","__Plot trail trigger price","__Probability Formula","__Probability Formula Length","__Profit factor Long (Risk to Reward)","__Profit factor Short (Risk to Reward)","__R:R To Trigger Exit","__RSI Cross 50-Line","__RSI Divergence","__RSI Level","__RVI Divergence","__RVI Position","__Required Strong LONG Score","__Required Strong SHORT Score","__Reverse?","__Right Bars","__Risk Adjustment","__Set Max Daily DrawDown","__Short Trades","__Stoch Cross Signal","__Stochastic Divergence","__Stop Loss Buffer - Long","__Stop Loss Buffer - Short","__Stop Loss Long %","__Stop Loss Short %","__SuperTrend Direction","__SuperTrend Reversal","__Support/Resistance Cross","__Swing Lookback","__Take Multi Profit X3","__Take Profit Long %","__Take Profit Short %","__Take Protit Fibonacci LEVEL","__Thamers ALL IN ONE RSI","__Time Session To Ignore Trades","__Timezone","__Type of Stoploss","__Type of Take Profit","__Use ATR Trailing Stop","__Use Limit exit","__Use Strategy Alerts? - Please read the tooltip","__Use Time Session Filter","__VWAP Cross HMA","__VWAP Trend","__Waddah Attar","__Wait for confirmation of new entry on reversal","__Wait for confirmed?","__WaveTrend Cross Signal","__WaveTrend Divergence","__Z distance from VWAP","comment"
34.22,39.22,29.22,42.21,61.44,22.97,39.55,54.04,25.06,1.14,1.33,0.95,22.83,26.58,19.08,0.31,0.35,0.26,6.18,7.09,5.27,1.03,1.20,0.87,20.69,23.93,17.45,-534.56,-26.73,255.81,128.51,127.30,41.09,23.92,17.17,821.87,478.46,343.40,74.48,43.08,31.40,1489.61,861.57,628.04,1.10,1.10,0.80,29.47,29.47,20.99,1.71,1.71,0.77,37.82,37.82,19.70,0,0,0,0.07,0.07,0.07,93.28,3.84,33.39,19.16,14.23,667.74,383.11,284.63,36.00,18.00,18.00,72.00,36.00,36.00,0,0,66.67,66.67,66.67,1.81,1.80,1.83,0.91,0.90,0.91,0.39,0.86,108.00,54.00,54.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,true,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",9.00,true,"close",true,4.00,20.00,13.00,13.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Changed ""Enable Repainting?"": false => true."
35.56,41.35,29.76,40.20,60.84,19.57,38.74,54.70,22.78,1.16,1.35,0.97,23.26,27.06,19.46,0.36,0.42,0.31,7.29,8.48,6.10,1.07,1.24,0.89,21.33,24.81,17.84,-534.56,-26.73,260.54,131.18,129.36,39.54,23.00,16.54,790.77,460.00,330.77,78.92,45.91,33.01,1578.37,918.14,660.23,1.10,1.10,0.80,30.55,30.55,21.55,1.71,1.71,0.98,38.19,38.19,20.66,0,0,0,0.07,0.07,0.07,83.52,3.43,39.38,22.91,16.47,787.60,458.14,329.46,34.00,17.00,17.00,74.00,37.00,37.00,0,0,68.52,68.52,68.52,2.00,2.00,2.00,0.92,0.92,0.92,0.44,1.03,108.00,54.00,54.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",9.00,true,"close",true,4.00,20.00,13.00,13.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Off",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Changed ""Support/Resistance Cross"": Strong => Off."
22.60,27.25,4.00,37.70,58.50,23.83,32.67,42.88,21.00,1.07,1.12,0.83,21.32,22.49,16.61,0.25,0.00,0.53,4.91,-0.08,10.61,0.90,1.12,0.76,18.03,22.34,15.15,-535.40,-26.77,30.54,16.32,14.22,5.33,4.50,0.83,106.59,89.98,16.61,9.01,4.47,4.55,180.29,89.38,90.91,1.10,1.10,0.80,22.66,22.66,16.61,1.10,1.10,0.77,22.65,22.65,15.59,0,0,0,0.06,0.06,0.05,46.09,2.24,3.68,-0.03,3.71,73.70,-0.60,74.30,5.00,4.00,1.00,10.00,4.00,6.00,0,0,66.67,50.00,85.71,1.69,0.99,5.47,0.85,0.99,0.91,0.11,0.18,15.00,8.00,7.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",9.00,true,"close",true,4.00,20.00,13.00,13.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Mandatory","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Changed ""SuperTrend Direction"": Off => Mandatory."
22.80,27.25,5.00,53.30,58.50,49.83,43.13,42.88,43.43,1.12,1.13,1.05,22.34,22.67,21.01,0.33,0.00,0.71,6.59,-0.07,14.20,1.05,1.13,1.00,21.05,22.53,20.07,-535.19,-26.76,30.75,16.45,14.30,5.58,4.53,1.05,111.68,90.67,21.01,10.53,4.51,6.02,210.53,90.13,120.41,1.10,1.10,1.00,22.88,22.88,21.01,1.10,1.10,0.99,22.92,22.92,20.24,0,0,0,0.06,0.06,0.05,46.52,2.24,4.94,-0.03,4.97,98.86,-0.54,99.40,5.00,4.00,1.00,10.00,4.00,6.00,0,0,66.67,50.00,85.71,1.89,0.99,5.73,0.94,0.99,0.96,0.14,0.24,15.00,8.00,7.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",9.00,true,"close",true,4.00,20.00,13.00,13.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.90,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Changed ""Stop Loss Short %"": 0.7 => 0.9."
22.60,27.25,4.00,37.70,58.50,23.83,32.67,42.88,21.00,1.07,1.12,0.83,21.32,22.49,16.61,0.25,0.00,0.53,4.91,-0.08,10.61,0.90,1.12,0.76,18.03,22.34,15.15,-534.08,-26.70,30.54,16.32,14.22,5.33,4.50,0.83,106.59,89.98,16.61,9.01,4.47,4.55,180.29,89.38,90.91,1.10,1.10,0.80,22.66,22.66,16.61,1.10,1.10,0.77,22.65,22.65,15.59,0,0,0,0.06,0.06,0.05,46.09,2.24,3.68,-0.03,3.71,73.70,-0.60,74.30,5.00,4.00,1.00,10.00,4.00,6.00,0,0,66.67,50.00,85.71,1.69,0.99,5.47,0.85,0.99,0.91,0.11,0.18,15.00,8.00,7.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",9.00,true,"close",true,4.00,20.00,13.00,13.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,0,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Changed ""MA Length #1"": true => false."
22.60,27.25,4.00,37.70,58.50,23.83,32.67,42.88,21.00,1.07,1.12,0.83,21.32,22.49,16.61,0.25,0.00,0.53,4.91,-0.08,10.61,0.90,1.12,0.76,18.03,22.34,15.15,-533.79,-26.69,30.54,16.32,14.22,5.33,4.50,0.83,106.59,89.98,16.61,9.01,4.47,4.55,180.29,89.38,90.91,1.10,1.10,0.80,22.66,22.66,16.61,1.10,1.10,0.77,22.65,22.65,15.59,0,0,0,0.06,0.06,0.05,46.09,2.24,3.68,-0.03,3.71,73.70,-0.60,74.30,5.00,4.00,1.00,10.00,4.00,6.00,0,0,66.67,50.00,85.71,1.69,0.99,5.47,0.85,0.99,0.91,0.11,0.18,15.00,8.00,7.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",9.00,true,"close",true,4.00,20.00,13.00,13.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","EMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Changed ""MA Type #2"": HMA => EMA."
22.60,27.25,4.00,37.70,58.50,23.83,32.67,42.88,21.00,1.07,1.12,0.83,21.32,22.49,16.61,0.25,0.00,0.53,4.91,-0.08,10.61,0.90,1.12,0.76,18.03,22.34,15.15,-533.79,-26.69,30.54,16.32,14.22,5.33,4.50,0.83,106.59,89.98,16.61,9.01,4.47,4.55,180.29,89.38,90.91,1.10,1.10,0.80,22.66,22.66,16.61,1.10,1.10,0.77,22.65,22.65,15.59,0,0,0,0.06,0.06,0.05,46.09,2.24,3.68,-0.03,3.71,73.70,-0.60,74.30,5.00,4.00,1.00,10.00,4.00,6.00,0,0,66.67,50.00,85.71,1.69,0.99,5.47,0.85,0.99,0.91,0.11,0.18,15.00,8.00,7.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",9.00,true,"close",true,4.00,20.00,13.00,13.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Very Strong","Changed ""Z distance from VWAP"": Off => Very Strong."
28.29,27.50,29.12,39.84,57.92,24.83,36.50,48.32,25.97,1.22,1.42,1.01,24.49,28.47,20.27,0.41,0.42,0.41,8.29,8.36,8.23,1.08,1.27,0.93,21.63,25.36,18.53,-535.18,-26.76,304.67,145.29,159.38,42.86,25.63,17.23,857.13,512.51,344.62,93.01,49.45,43.56,1860.12,989.01,871.11,1.10,1.10,0.80,33.15,33.15,23.56,1.71,1.71,0.98,37.74,37.74,22.16,0,0,0,0.08,0.08,0.08,71.25,3.01,50.15,23.83,26.32,1003.00,476.50,526.49,35.00,18.00,17.00,86.00,39.00,47.00,0,0,71.07,68.42,73.44,2.17,1.93,2.53,0.88,0.89,0.91,0.52,1.24,121.00,57.00,64.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",9.00,true,"close",true,4.00,20.00,13.00,13.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,3.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Changed ""Right Bars"": 2 => 3."
28.29,27.50,29.12,39.84,57.92,24.83,36.50,48.32,25.97,1.22,1.42,1.01,24.49,28.47,20.27,0.41,0.42,0.41,8.29,8.36,8.23,1.08,1.27,0.93,21.63,25.36,18.53,-535.53,-26.78,304.67,145.29,159.38,42.86,25.63,17.23,857.13,512.51,344.62,93.01,49.45,43.56,1860.12,989.01,871.11,1.10,1.10,0.80,33.15,33.15,23.56,1.71,1.71,0.98,37.74,37.74,22.16,0,0,0,0.08,0.08,0.08,71.25,3.01,50.15,23.83,26.32,1003.00,476.50,526.49,35.00,18.00,17.00,86.00,39.00,47.00,0,0,71.07,68.42,73.44,2.17,1.93,2.53,0.88,0.89,0.91,0.52,1.24,121.00,57.00,64.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Weak","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",9.00,true,"close",true,4.00,20.00,13.00,13.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Changed ""Aroon"": Off => Weak."
28.36,27.56,29.12,39.90,57.87,23.98,36.62,49.05,25.41,1.22,1.44,1.02,24.47,28.87,20.33,0.43,0.48,0.39,8.63,9.61,7.74,1.09,1.27,0.93,21.79,25.39,18.59,-536.55,-26.83,293.36,141.01,152.36,40.37,23.09,17.28,807.43,461.87,345.56,90.41,49.51,40.90,1808.27,990.29,817.97,1.10,1.10,0.80,33.13,33.13,23.54,1.71,1.71,0.98,38.16,38.16,22.14,0,0,0,0.08,0.08,0.08,72.04,3.01,50.04,26.42,23.62,1000.84,528.43,472.41,33.00,16.00,17.00,83.00,39.00,44.00,0,0,71.55,70.91,72.13,2.24,2.14,2.37,0.89,0.88,0.91,0.52,1.24,116.00,55.00,61.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",9.00,true,"close",true,4.00,20.00,13.00,13.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Off","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Changed ""OBV Divergence"": Weak => Off."
29.00,37.60,21.83,29.68,60.67,18.06,29.45,50.18,19.09,0.99,1.16,0.84,19.75,23.20,16.88,0.19,-0.08,0.33,3.89,-1.58,6.63,0.79,0.82,0.77,15.72,16.45,15.45,-556.83,-27.84,68.89,23.09,45.80,10.86,5.80,5.06,217.30,116.02,101.28,17.29,4.93,12.36,345.82,98.68,247.15,1.10,1.10,0.80,23.63,23.63,17.17,1.10,1.10,0.77,23.16,23.16,15.79,0,0,0,0.06,0.06,0.06,89.15,4.15,6.43,-0.87,7.29,128.53,-17.35,145.87,11.00,5.00,6.00,22.00,6.00,16.00,0,0,66.67,54.55,72.73,1.59,0.85,2.44,0.80,0.71,0.92,0.14,0.24,33.00,11.00,22.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Mandatory",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",9.00,true,"close",true,4.00,20.00,13.00,13.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Changed ""CMF Level"": Weak => Mandatory."
29.36,38.40,21.83,29.68,60.67,18.06,29.58,50.55,19.09,0.99,1.16,0.84,19.75,23.20,16.88,0.19,-0.08,0.33,3.89,-1.58,6.63,0.79,0.82,0.77,15.72,16.45,15.45,-556.54,-27.83,68.89,23.09,45.80,10.86,5.80,5.06,217.30,116.02,101.28,17.29,4.93,12.36,345.82,98.68,247.15,1.10,1.10,0.80,23.63,23.63,17.17,1.10,1.10,0.77,23.16,23.16,15.79,0,0,0,0.06,0.06,0.06,89.15,4.15,6.43,-0.87,7.29,128.53,-17.34,145.87,11.00,5.00,6.00,22.00,6.00,16.00,0,0,66.67,54.55,72.73,1.59,0.85,2.44,0.80,0.71,0.92,0.14,0.24,33.00,11.00,22.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",9.00,true,"close",true,4.00,20.00,13.00,13.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Very Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Changed ""MACD Divergence"": Strong => Very Strong."
